id,artiste,titre,genre,contexte_temporel,contexte_meteo,contexte_activite,contexte_emotionnel,contexte_social,contexte_lieu,bpm_estime,energie,valence,danceability,acousticness,instrumentalness,speechiness,liveness,notes
1Buhy8HfEeTJsLmy4BqHPD,ADTurnUp,Romantic,pop,journee,neutre,conduite,motive,couple,voiture,121,0.722,0.658,0.608,0.639,0.314,0.1,0.162,7.8
0eSq0T0cNczkQ9RxsFjcsx,DJ Tec,Romantic Homicide - Slowed + Reverb,pop,apres_midi,chaud,detente,romantique,couple,maison,135,0.603,0.938,0.702,0.643,0.27,0.119,0.117,7.0
06StrHdCP6SpL7w1Jz1ipr,Harmony Tales,Romantic Garden,pop,journee,neutre,conduite,motive,amis,voiture,118,0.791,0.672,0.831,0.394,0.07,0.099,0.3,8.1
5liaFrDdoINOvJ4B8WDPa1,Goapele,Romantic (feat. Soulive),pop,journee,chaud,sport,energique,amis,exterieur,146,0.89,0.724,0.805,0.538,0.08,0.082,0.343,7.3
7CZqyhIwOljA3ARqaqW6Er,Samuel Kim,Romantic Flight - Cinematic Version - Cover,pop,apres_midi,neutre,cuisine,neutre,amis,exterieur,124,0.664,0.722,0.587,0.421,0.131,0.079,0.197,7.4
6rZVy6FIG7lSJQMFXHo12z,Taylor Swift,New Romantics,pop,apres_midi,ensoleille,detente,romantique,couple,restaurant,139,0.603,0.843,0.679,0.669,0.142,0.082,0.275,7.8
3q4Riobmdn7t7RnSZhPJQ4,Marco Velocci,Romantic Flight - Piano Version,pop,weekend,ensoleille,sport,joyeux,amis,exterieur,132,0.736,0.932,0.847,0.678,0.15,0.093,0.232,6.5
3nRhH5u3TE6HtvBH6mNwzY,Yves Tumor,Romanticist,pop,journee,neutre,sport,motive,amis,exterieur,133,0.749,0.663,0.629,0.391,0.139,0.038,0.322,8.0
7f0eBtw7wikhwqfN7D3Hms,Conor Matthews,Romantic,pop,weekend,ensoleille,sport,joyeux,amis,salle_sport,147,0.837,0.883,0.813,0.315,0.014,0.06,0.158,7.5
62ufShoZW2aqSFgYiZOZ23,YannaY,Romantica,pop,weekend,ensoleille,sport,joyeux,amis,exterieur,144,0.856,0.934,0.95,0.496,0.235,0.08,0.258,7.5
4h32MKRYsR15gAT383ZsFn,Stevie Zita,Romanticize,pop,weekend,ensoleille,sport,joyeux,amis,exterieur,132,0.768,0.818,0.787,0.738,0.047,0.071,0.236,7.3
16YZbdkJtyvsjV8UKOwQBB,"Car, the garden",Romantic Sunday,pop,weekend,ensoleille,fete,joyeux,amis,maison,115,0.79,0.855,0.851,0.609,0.133,0.037,0.112,7.8
5frIKPPZpsKYguxGCKs9xT,jaydes,migraine,pop,journee,neutre,cuisine,motive,amis,cafe,116,0.778,0.762,0.866,0.429,0.001,0.046,0.182,8.5
3iMwZf2P45fKtygP2fa55c,Stanaj,Romantic,pop,journee,neutre,sport,motive,amis,exterieur,134,0.796,0.758,0.7,0.717,0.034,0.032,0.192,7.2
7fRvtXvJMpGfTLdF0M09a1,The Romantics,Talking In Your Sleep (2023 Remaster),pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,152,0.892,0.893,0.9,0.382,0.192,0.092,0.326,8.0
6Q38jC7hVyrNNA8B145gzj,C.O.D.J,Romantic Dinner Music,pop,journee,neutre,conduite,motive,couple,voiture,121,0.739,0.686,0.749,0.644,0.324,0.072,0.159,7.9
3CIYQ9KXg1xhHJPbU7DSlP,d4vd,Romantic Homicide,pop,weekend,chaud,sport,joyeux,amis,exterieur,140,0.882,0.845,0.907,0.615,0.161,0.084,0.321,7.6
6hvops0FPOLydeg6SpaQQc,800 cherries,romantico - Remastered,pop,journee,ensoleille,sport,joyeux,groupe,exterieur,139,0.725,0.848,0.691,0.492,0.251,0.068,0.335,7.3
3fgMbGehim5oqOs6JeeoVd,Torby Brand,"Romantic Flight (From ""How to Train Your Dragon"")",pop,weekend,ensoleille,sport,joyeux,groupe,exterieur,133,0.797,0.878,0.83,0.379,0.39,0.046,0.254,7.0
0Jje2snKuKmNg4GtAmcWra,Lysander,Romanticizing Life,pop,apres_midi,neutre,detente,romantique,couple,restaurant,129,0.603,0.766,0.707,0.622,0.351,0.036,0.14,7.7
2G6mFwW7wb81RdM6dZHgWH,unbreakable 02,Romantic,pop,weekend,chaud,conduite,joyeux,amis,voiture,122,0.748,0.91,0.743,0.578,0.311,0.11,0.144,7.0
5GHexmI9cZc5d6Vr5eNLVA,John Powell,"Romantic Flight (Arr. Herbert for Violin & Orchestra) - From ""How to Train Your Dragon""",pop,journee,neutre,sport,motive,amis,exterieur,139,0.786,0.723,0.712,0.346,0.164,0.107,0.26,7.0
7f7aYGgfSIryroootMBq7e,Retrofile,Romanticism,pop,weekend,chaud,sport,joyeux,groupe,exterieur,142,0.886,0.945,0.922,0.577,0.193,0.097,0.254,7.4
3J87xdiWkf5YYFXXtwOnQO,SGE Kash,Romantic (feat. Toosii),pop,weekend,chaud,sport,joyeux,amis,exterieur,138,0.79,0.805,0.888,0.522,0.343,0.034,0.197,6.9
3jPuWFKxMmBVvo238aYJwS,Banda Pequeños Musical,Romántico incurable,pop,journee,neutre,cuisine,motive,couple,cafe,128,0.72,0.705,0.689,0.741,0.137,0.038,0.305,8.0
2XU0oxnq2qxCpomAAuJY8K,Tones And I,Dance Monkey,pop,journee,neutre,sport,motive,amis,exterieur,131,0.783,0.782,0.703,0.736,0.323,0.101,0.264,8.4
0a7BloCiNzLDD9qSQHh5m7,Fall Out Boy,"Dance, Dance",pop,journee,chaud,cuisine,energique,couple,cafe,115,0.848,0.73,0.747,0.679,0.333,0.036,0.299,8.5
4LCzEYKPFcd2FCOmZdVDnM,Immortal Technique,Dance With The Devil,pop,apres_midi,ensoleille,detente,romantique,couple,maison,121,0.647,0.943,0.761,0.67,0.345,0.09,0.238,7.7
1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,pop,journee,chaud,sport,joyeux,amis,exterieur,135,0.743,0.941,0.694,0.419,0.07,0.053,0.219,8.4
11C4y2Yz1XbHmaQwO06s9f,Dua Lipa,Dance The Night,pop,weekend,chaud,sport,joyeux,amis,exterieur,142,0.86,0.819,0.721,0.487,0.18,0.087,0.216,8.2
2cmRpmO04TLaKPzmAzySYZ,LCD Soundsystem,Dance Yrself Clean,pop,apres_midi,neutre,detente,romantique,couple,restaurant,121,0.629,0.74,0.665,0.505,0.25,0.074,0.147,8.3
2g3vpJiqwswGJbUOSkCWqC,Cody Johnson,Dance Her Home,pop,journee,neutre,sport,motive,amis,exterieur,136,0.711,0.78,0.719,0.547,0.183,0.079,0.115,8.5
7cvkXf3AwPGT041PyOi5VX,Beyoncé,Dance for You,pop,apres_midi,neutre,detente,romantique,couple,restaurant,116,0.632,0.719,0.601,0.601,0.383,0.092,0.168,8.2
6iCX17mrswsT0QgOclgqy3,Kidz Bop Kids,Dance Monkey,pop,journee,neutre,sport,motive,amis,exterieur,150,0.827,0.695,0.735,0.664,0.16,0.115,0.298,8.0
5lXGkq8j4FpQ5SKL4YG4rS,Bluey,Dance Mode,pop,apres_midi,ensoleille,conduite,neutre,groupe,voiture,117,0.686,0.896,0.839,0.444,0.105,0.116,0.169,7.7
3ZAMtgYJFoHwJjFkhkXqKr,Big Sean,Dance (A$$) Remix,pop,weekend,chaud,sport,joyeux,groupe,exterieur,147,0.871,0.846,0.95,0.282,0.271,0.056,0.076,7.9
10ASBwZsp7oUUDsJEYz3uS,Breaking Benjamin,Dance With The Devil,pop,apres_midi,chaud,detente,romantique,couple,maison,123,0.667,0.803,0.704,0.797,0.294,0.075,0.323,8.2
2N8m6CYs74qQO4mjVcXO30,Tones And I,Dance Monkey,pop,journee,neutre,cuisine,motive,famille,maison,115,0.722,0.756,0.774,0.587,0.307,0.094,0.112,8.7
7snmvZMLdGGk3l9PcvoYSM,Luther Vandross,Dance With My Father,pop,journee,neutre,sport,motive,amis,exterieur,138,0.836,0.654,0.735,0.364,0.124,0.07,0.277,8.2
1zi7xx7UVEFkmKfv06H8x0,Drake,One Dance,pop,journee,neutre,cuisine,motive,amis,exterieur,129,0.754,0.742,0.775,0.405,0.296,0.059,0.145,9.1
6uRH1qMz30ZBwwUG0IYE5s,112,Dance With Me,pop,apres_midi,neutre,detente,romantique,couple,maison,121,0.67,0.797,0.599,0.751,0.018,0.09,0.265,8.2
34oa5y5p5SyWk7GfjdeNJY,Bluey,Dance Mode,pop,weekend,chaud,fete,joyeux,groupe,maison,128,0.798,0.873,0.891,0.7,0.341,0.032,0.279,8.0
33yAEqzKXexYM3WlOYtTfQ,Justice,D.A.N.C.E,pop,weekend,chaud,sport,joyeux,amis,exterieur,138,0.879,0.927,0.876,0.324,0.144,0.069,0.051,7.9
2x7MyWybabEz6Y6wvHuwGE,Lady Gaga,Just Dance,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,138,0.763,0.95,0.87,0.646,0.353,0.099,0.055,8.3
4RS9PmtHQe7I0o5fEeweOY,Van Halen,Dance the Night Away - 2015 Remaster,pop,journee,ensoleille,sport,energique,amis,salle_sport,148,0.854,0.768,0.867,0.541,0.093,0.061,0.068,8.2
3nlVjrlLMJHC7Flf9impf9,Rihanna,"Dancing In The Dark - From The ""Home"" Soundtrack",pop,journee,chaud,sport,energique,amis,salle_sport,148,0.85,0.746,0.88,0.661,0.188,0.047,0.244,8.3
2WrldKXSBVbNNm3A9vJryi,JID,Dance Now (feat. Kenny Mason),pop,apres_midi,ensoleille,detente,romantique,couple,restaurant,123,0.641,0.879,0.655,0.789,0.396,0.1,0.182,7.8
0XxXIiZP0rJBS8S841UVdu,lucidbeatz,dance with me,pop,weekend,ensoleille,sport,joyeux,amis,exterieur,144,0.929,0.924,0.937,0.667,0.074,0.086,0.061,7.9
2JvPJ8ydPuN2NhpH4oti6I,Wang Chung,Dance Hall Days,pop,journee,neutre,sport,motive,amis,salle_sport,130,0.76,0.762,0.78,0.559,0.09,0.071,0.242,8.5
6qNA4oi603Kluq2CiTszvP,KAYTRANADA,Dance Dance Dance Dance,pop,weekend,ensoleille,fete,joyeux,amis,plage,124,0.721,0.857,0.818,0.409,0.209,0.117,0.258,8.0
1E2WTcYLP1dFe1tiGDwRmT,Ghost,Dance Macabre,pop,weekend,ensoleille,sport,joyeux,groupe,exterieur,139,0.834,0.81,0.856,0.526,0.293,0.096,0.297,8.2
2GORop0i2cyx8C0A3JzL44,Orleans,Dance with Me,pop,journee,neutre,conduite,motive,famille,voiture,128,0.791,0.729,0.799,0.539,0.044,0.107,0.324,8.1
3D0fUBloGwPcLGLyheGWXu,Orleans,Dance with Me,pop,weekend,ensoleille,fete,joyeux,amis,cafe,123,0.726,0.831,0.824,0.661,0.012,0.065,0.238,8.2
1MQWtVcs0PKsY4PA6ZvLiy,Sly & The Family Stone,Dance to the Music,pop,journee,neutre,sport,motive,amis,salle_sport,132,0.708,0.785,0.697,0.652,0.087,0.055,0.211,8.2
2tUBqZG2AbRi7Q0BIrVrEj,Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),pop,weekend,chaud,sport,joyeux,groupe,exterieur,148,0.901,0.839,0.777,0.332,0.017,0.081,0.246,8.4
2TVxnKdb3tqe1nhQWwwZCO,Elton John,Tiny Dancer,pop,apres_midi,ensoleille,detente,romantique,couple,restaurant,119,0.687,0.95,0.737,0.817,0.13,0.112,0.27,8.2
2NjO87HyT80fsgejd3PLYW,Troye Sivan,Dance To This (feat. Ariana Grande),pop,apres_midi,ensoleille,detente,romantique,couple,restaurant,128,0.638,0.809,0.766,0.618,0.011,0.074,0.109,8.2
1TwVcKR6JojvPwBGbWZT36,Lucy Pearl,Dance Tonight,pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,151,0.898,0.843,0.865,0.494,0.312,0.036,0.166,8.0
5u4hhtZ7f4rWkMZEZcTKrH,ANOTR,Relax My Eyes,pop,weekend,ensoleille,sport,joyeux,amis,salle_sport,146,0.933,0.882,0.852,0.533,0.3,0.036,0.317,8.2
1gwLjpvAbu6IVmVdAfPJ0G,Jane Color,Relaxing Brown Noise 256 Hz Smooth Q,pop,apres_midi,ensoleille,detente,romantique,couple,maison,131,0.668,0.911,0.765,0.691,0.295,0.116,0.314,8.1
2K22nUTdyr48JDwI5t906t,Frankie Goes To Hollywood,Relax (Come Fighting),pop,journee,ensoleille,sport,energique,groupe,exterieur,144,0.923,0.795,0.834,0.449,0.365,0.057,0.258,8.2
5TuTHrKzN6NweeQaKkBNb7,Vacations,Relax,pop,journee,chaud,sport,energique,amis,salle_sport,153,0.89,0.795,0.893,0.62,0.342,0.088,0.168,8.1
7oZMxikk5ISnp4pDjwtvQ7,James Clarke,Relaxed Scene,pop,weekend,chaud,sport,joyeux,amis,salle_sport,151,0.873,0.943,0.828,0.425,0.302,0.041,0.174,7.8
5msFXipAG1CsK92OakSAbS,MIKA,"Relax, Take It Easy",pop,weekend,ensoleille,sport,joyeux,amis,exterieur,139,0.874,0.9,0.887,0.301,0.328,0.101,0.314,7.5
51nSG94rmkEr7l99nzlz5k,8Ball & MJG,Relax and Take Notes (feat. Notorious B.I.G. and Project Pat),pop,weekend,chaud,cuisine,joyeux,famille,exterieur,119,0.728,0.854,0.763,0.548,0.239,0.088,0.192,7.5
31BytoFriZPWMUUbGUaknN,The Art of Nature,Relax In Noise,pop,journee,chaud,sport,energique,groupe,salle_sport,142,0.866,0.751,0.772,0.61,0.011,0.072,0.088,8.1
5ILewgXP1xv1Ssyt9tc4TR,Hail The Sun,Relax / Divide (Explicit),pop,weekend,chaud,sport,joyeux,groupe,exterieur,146,0.843,0.943,0.775,0.369,0.087,0.062,0.137,7.3
1K20aWE1hKKY1uZ3FzVXew,Relaxing Music For Kids,Relaxing Raindrops for Kids Sleep,pop,weekend,chaud,sport,joyeux,groupe,exterieur,135,0.735,0.827,0.782,0.47,0.062,0.096,0.177,8.3
6SMrWEWukd0DWh5iHGWgks,The Notorious B.I.G.,Dead Wrong (feat. Eminem) - 2007 Remaster,pop,apres_midi,neutre,detente,romantique,couple,restaurant,133,0.679,0.743,0.79,0.649,0.334,0.093,0.23,8.1
76jlu6pr45PmRDeZirYVJk,Bits & Noise,Relaxing Brown Noise,pop,apres_midi,neutre,detente,romantique,couple,maison,125,0.631,0.701,0.741,0.657,0.151,0.044,0.128,8.4
2aB3eXzbt6a5ueOV2zfciT,PARTYNEXTDOOR,Relax with Me,pop,weekend,chaud,sport,joyeux,amis,exterieur,150,0.856,0.821,0.79,0.671,0.31,0.11,0.07,7.6
0dUMBi3YvpnfxOshM783xa,Let It Rain,Relaxing Sleep Ambience,pop,apres_midi,chaud,detente,romantique,couple,restaurant,136,0.606,0.826,0.75,0.542,0.234,0.045,0.155,8.1
0L0RZjfC923PIk2Dd3A3hI,Jack and the Ripper Girl,Relax - Don't Do It,pop,journee,ensoleille,sport,energique,amis,salle_sport,151,0.879,0.716,0.747,0.299,0.031,0.04,0.273,7.3
5J56SsFyeJ1IHfq3zSBsMo,Benjamin Shadows,Relaxation Station,pop,apres_midi,chaud,detente,romantique,couple,maison,117,0.638,0.917,0.64,0.652,0.226,0.043,0.235,7.6
67q9y56ZUtZ6TG4JfZG2k7,MC Mablo Dos Paredões,Relaxed,pop,weekend,ensoleille,fete,joyeux,amis,plage,116,0.796,0.809,0.823,0.549,0.375,0.056,0.211,7.9
74lNgbjr3rIdnsUPyoQr6z,chill phil,Relaxing Thunderstorms,pop,apres_midi,neutre,detente,romantique,couple,maison,128,0.604,0.683,0.712,0.736,0.306,0.047,0.06,8.2
5MmCnGOOkTL1t40Mlf4CHl,Rezz,Relax,pop,apres_midi,neutre,cuisine,neutre,famille,maison,139,0.609,0.68,0.67,0.487,0.013,0.103,0.128,7.7
5CfhvCrR3kegEsafOkucIx,Capital Rain Sounds,Relaxing Rain Slumber,pop,apres_midi,ensoleille,detente,romantique,couple,maison,120,0.633,0.844,0.775,0.501,0.032,0.089,0.081,8.1
1zoJ8Ixu6w7uWdEFToXr6c,Lilyisthatyou,RELAX AFTER WORK WITH A DRINK,pop,journee,chaud,sport,energique,amis,exterieur,147,0.847,0.758,0.919,0.554,0.018,0.048,0.089,7.8
4qPqM7b9t0LTOGCIsaE0LK,chill phil,Relaxing Melodies of the Sky,pop,weekend,ensoleille,fete,joyeux,groupe,parc,119,0.786,0.94,0.829,0.598,0.32,0.108,0.154,7.8
1oxN8CAiEaebffiFjKcyyn,Sunrize,Relax My Eyes - Afro House,pop,journee,chaud,sport,energique,amis,salle_sport,141,0.881,0.755,0.893,0.531,0.192,0.049,0.09,7.5
5WJ92b9eMC0xZ7BaukU1E4,Frankie Goes To Hollywood,Relax,pop,weekend,ensoleille,sport,joyeux,groupe,exterieur,151,0.892,0.861,0.838,0.329,0.066,0.085,0.101,6.9
3syQvNoSeSrEaanClGFxgB,Rainfall Place,Relaxation Rain Sound,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,135,0.863,0.835,0.817,0.527,0.316,0.092,0.102,8.0
7bycWHHcqKTqVklrhE8BzH,SVNTOS,Relax my eyes - remix,pop,journee,neutre,sport,motive,groupe,exterieur,144,0.891,0.688,0.8,0.483,0.186,0.118,0.323,7.6
6flGfLyx8vaTjB2t0qSOdE,HQ-8,Relaxation & Sleep With The Brown Noise,pop,apres_midi,chaud,detente,romantique,couple,maison,124,0.647,0.903,0.787,0.708,0.372,0.063,0.284,7.6
0g30Wsmd7yshS7762iWdVv,Deepest,Relax,pop,apres_midi,chaud,detente,romantique,couple,maison,119,0.688,0.899,0.663,0.575,0.254,0.069,0.129,8.0
7fkBR719ApUpjWJ4xGY85T,Hi Freq Samples,Relaxing Pink Noise,pop,journee,neutre,sport,motive,amis,salle_sport,137,0.869,0.666,0.887,0.58,0.277,0.118,0.104,8.0
08IaHZmfTn7FZ3BF6UowZU,NKY,RELAX,pop,apres_midi,ensoleille,detente,romantique,couple,maison,131,0.651,0.838,0.612,0.563,0.377,0.109,0.258,7.4
4uHLpzFvlbvvTVfPZUUD7J,Lullaby Time,Relaxing Sleep,pop,apres_midi,neutre,detente,romantique,couple,maison,123,0.605,0.779,0.69,0.785,0.211,0.053,0.145,8.0
59Nc6iZ0FLxYR3V4i3HJzX,Rejjie Snow,Relax,pop,journee,ensoleille,sport,energique,amis,exterieur,140,0.832,0.737,0.861,0.627,0.181,0.031,0.152,7.5
7HGQ3xegm6Xuyq7lR93QdD,Dr Namaste,Relax by the Lake,pop,apres_midi,chaud,detente,romantique,couple,maison,117,0.623,0.844,0.769,0.539,0.259,0.099,0.294,7.7
7kkpwLgPSYzGWq3sM25Rvv,Paulo Londra,Relax,pop,apres_midi,neutre,detente,romantique,couple,maison,126,0.685,0.713,0.698,0.749,0.19,0.076,0.295,8.2
5Atc9qqO8EXX3EPe7T7JqD,Bryant Myers,Relax,pop,journee,ensoleille,sport,energique,amis,salle_sport,143,0.802,0.777,0.724,0.56,0.188,0.035,0.076,7.7
6FrJELq39kHa0lllsUgyS4,Relaxed Minds,Rumore Bianco,pop,weekend,ensoleille,conduite,joyeux,amis,voiture,129,0.743,0.807,0.772,0.528,0.307,0.106,0.295,8.5
1VQZwtcAPxQ7nimVdCVId8,Piano Jane,Relax,pop,apres_midi,neutre,detente,romantique,couple,maison,132,0.612,0.739,0.562,0.737,0.261,0.072,0.145,7.5
0eEXcw3JLVXcRxYrVYMy68,A Tribe Called Quest,Electric Relaxation,pop,journee,ensoleille,sport,energique,amis,salle_sport,137,0.852,0.759,0.752,0.439,0.346,0.103,0.109,8.2
7lRTnV9EzD8t21Z4txvnOD,Big Los,Relax,pop,weekend,ensoleille,sport,joyeux,amis,exterieur,135,0.756,0.891,0.831,0.524,0.321,0.031,0.09,7.5
3VcUGM9IYstqpptFCokPI4,Willow Drift,Relaxing Thunderstorm,pop,apres_midi,neutre,detente,romantique,couple,restaurant,129,0.64,0.725,0.677,0.659,0.16,0.087,0.059,8.1
1xxKHsbfPc2xzGLpEXpt55,Mac DeMarco,20201203,pop,weekend,ensoleille,cuisine,joyeux,couple,cafe,123,0.72,0.815,0.797,0.717,0.277,0.042,0.235,8.4
4agmIx8Ny7bHaNn9ANy4Pn,Mac DeMarco,20201127,pop,journee,ensoleille,sport,energique,amis,exterieur,135,0.823,0.758,0.792,0.533,0.197,0.078,0.342,7.5
145hUNmXkk7AtQpyilhOPh,Mac DeMarco,20200802,pop,weekend,ensoleille,sport,joyeux,amis,salle_sport,142,0.835,0.806,0.795,0.349,0.195,0.044,0.308,7.3
0HhzALLRmKKP8iP2C9qzAP,Ella Langley,20-20,pop,apres_midi,ensoleille,detente,romantique,couple,restaurant,137,0.638,0.856,0.707,0.807,0.052,0.081,0.128,7.7
3oUn55qKRZ1JFzfQNbJjS1,Mac DeMarco,20191009 I Like Her,pop,weekend,chaud,fete,joyeux,groupe,club,122,0.841,0.95,0.861,0.46,0.273,0.035,0.113,8.1
4Hqh0dS4x07zuRw6eBTO7p,Lil Tjay,20/20,pop,journee,ensoleille,sport,energique,groupe,salle_sport,138,0.84,0.798,0.789,0.657,0.166,0.07,0.142,7.9
2TeEhtmhMQmUyQJhnJNvAs,Nickelback,Animals - 2020 Remaster,pop,weekend,chaud,fete,joyeux,groupe,club,119,0.804,0.854,0.842,0.619,0.182,0.032,0.263,8.4
3kF49LETlSnJcSzmuD4DEr,Mac DeMarco,20200228,pop,journee,ensoleille,conduite,joyeux,couple,voiture,116,0.733,0.815,0.692,0.68,0.252,0.075,0.105,7.5
65wWl8KxeU2npLS6j7kaqt,Mac DeMarco,20200229,pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,142,0.801,0.939,0.883,0.564,0.195,0.119,0.337,7.0
7ab0dshQmFwArA3EKBOcs5,Mac DeMarco,20200820 Turn My TV On,pop,weekend,ensoleille,sport,joyeux,amis,exterieur,143,0.888,0.923,0.855,0.66,0.37,0.097,0.051,7.4
5F6ZjgYSsgFyqV4htHdWFD,Mac DeMarco,20200819 She Get The Gold Star,pop,journee,chaud,sport,energique,groupe,salle_sport,143,0.893,0.709,0.862,0.624,0.242,0.106,0.151,7.8
3KpA6ALjoDDe4tTjZWjqze,Mac DeMarco,20191229,pop,apres_midi,chaud,detente,romantique,couple,restaurant,124,0.62,0.829,0.611,0.772,0.208,0.059,0.328,7.6
5KUFM4aQOrAX37YrVlqD9T,Mac DeMarco,20200922,pop,journee,chaud,sport,energique,groupe,salle_sport,144,0.862,0.712,0.776,0.39,0.273,0.033,0.196,7.3
5LFZhuZ6vOnIhSunlnTTXq,Mac DeMarco,20200402,pop,apres_midi,neutre,detente,romantique,couple,restaurant,122,0.64,0.78,0.679,0.62,0.06,0.037,0.158,7.3
3bYrSlgvWacP1LZV44pfzp,Nickelback,Photograph - 2020 Remaster,pop,journee,ensoleille,sport,energique,amis,exterieur,136,0.816,0.73,0.658,0.368,0.344,0.105,0.277,8.3
2BoWXJfClbDQkZCZsE0Ru7,Nickelback,Savin' Me - 2020 Remaster,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,131,0.759,0.931,0.855,0.547,0.369,0.061,0.081,8.2
4oqB80ceptoDnZyieVkiMA,Mac DeMarco,20200324,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,135,0.88,0.906,0.909,0.494,0.104,0.044,0.334,7.2
0qLqhLPYSnaZvo4pAJIiPI,Axxad,2020 KLIPS 3 - Luci4,pop,weekend,ensoleille,sport,joyeux,groupe,exterieur,145,0.847,0.863,0.904,0.658,0.126,0.05,0.209,7.6
46wGGO0GGRF6hF78udA0Fy,Mac DeMarco,20200808,pop,apres_midi,neutre,detente,romantique,couple,restaurant,118,0.684,0.744,0.64,0.762,0.362,0.062,0.29,7.4
05rWggLwQ2weA4D2cRAt55,Nickelback,Far Away - 2020 Remaster,pop,weekend,ensoleille,sport,joyeux,amis,salle_sport,146,0.894,0.95,0.861,0.38,0.156,0.101,0.236,7.9
4DOP81YrqOYOnwoBmtku6a,Mac DeMarco,20201023,pop,weekend,ensoleille,sport,joyeux,amis,salle_sport,139,0.892,0.807,0.881,0.494,0.251,0.113,0.32,7.2
3bTcCD9nGKGhJiInDPVHQI,Tory Lanez,Intermission - Lost Tapes 2020,pop,journee,neutre,cuisine,motive,famille,maison,119,0.756,0.653,0.763,0.47,0.2,0.035,0.164,8.3
5YRADSqm1ifQjlJszKDm4k,Mac DeMarco,20200317,pop,journee,neutre,sport,motive,groupe,salle_sport,146,0.802,0.679,0.678,0.431,0.125,0.053,0.255,7.4
2zLLGT8WWT1dl73TlVL9qs,Maná,Mariposa Traicionera - 2020 Remasterizado,pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,148,0.883,0.948,0.93,0.331,0.225,0.094,0.107,8.0
1USBXdL3LBDjxW46xOWpkV,Mac DeMarco,20201111,pop,weekend,ensoleille,sport,joyeux,amis,exterieur,154,0.823,0.843,0.769,0.438,0.178,0.097,0.06,7.2
2Ec33AVlkTTq8BHFgBTdQs,Lil Uzi Vert,Futsal Shuffle 2020,pop,journee,neutre,conduite,motive,famille,voiture,124,0.764,0.771,0.693,0.495,0.073,0.063,0.323,8.2
38kdguDUt4So3qJ5ZMz5CP,Mac DeMarco,20201119,pop,journee,ensoleille,sport,energique,amis,exterieur,140,0.813,0.756,0.851,0.353,0.384,0.09,0.337,7.3
2fOlBMkWR7lXJfqp5VTbDG,Lil Uzi Vert,Futsal Shuffle 2020 - Bonus Track,pop,weekend,chaud,sport,joyeux,groupe,exterieur,132,0.744,0.82,0.844,0.56,0.252,0.031,0.303,8.2
0cbBLqFzVN2Nu325N1sdLd,Mac DeMarco,20200811,pop,journee,chaud,sport,energique,amis,exterieur,150,0.862,0.779,0.858,0.602,0.091,0.105,0.115,7.2
34iOH7LY3vme5rQxsVILZ4,Joy Division,Love Will Tear Us Apart - 2020 Remaster,pop,journee,neutre,conduite,motive,couple,voiture,118,0.761,0.734,0.77,0.719,0.02,0.085,0.115,8.5
5RwKfy672JTuyr7aTAK7ek,Mac DeMarco,20201228,pop,apres_midi,chaud,detente,romantique,couple,restaurant,137,0.619,0.86,0.619,0.562,0.113,0.107,0.272,7.1
0SRqIW98aSU2w3pAdKUMGB,Nickelback,If Everyone Cared - 2020 Remaster,pop,weekend,chaud,conduite,joyeux,couple,voiture,121,0.71,0.89,0.747,0.773,0.255,0.064,0.17,8.0
7oktevRsa0ubeo8RaEpdxf,Mac DeMarco,20200323,pop,apres_midi,neutre,detente,romantique,couple,maison,118,0.688,0.763,0.795,0.555,0.008,0.046,0.225,7.6
7ze7yEV1xvxPxuPaF0oUUU,Earl Sweatshirt,2010,pop,journee,ensoleille,sport,energique,amis,exterieur,143,0.826,0.707,0.743,0.682,0.095,0.076,0.302,7.6
0X5C4WjQNubRysTkHOubz3,The Cure,Lovesong - 2010 Remaster,pop,journee,neutre,sport,motive,groupe,salle_sport,137,0.759,0.683,0.774,0.516,0.265,0.081,0.226,8.5
6XHBJ1LSOcVINYXAAd6KIH,Mora,2010,pop,journee,neutre,sport,motive,groupe,exterieur,134,0.791,0.703,0.704,0.336,0.29,0.098,0.265,8.2
5WIGbrfNMvFeCQOx5XykBO,Lucy Bedroque,2010 Justin Bieber,pop,weekend,chaud,sport,joyeux,groupe,exterieur,136,0.86,0.909,0.926,0.367,0.308,0.054,0.197,7.4
2vhPKZS80ap76Mk6DtVyXZ,2003 Toyota Corolla,2010 Toyota Corolla,pop,apres_midi,chaud,detente,romantique,couple,maison,122,0.659,0.905,0.72,0.783,0.262,0.063,0.305,7.5
3qpxke8vQQEfpN3ahn5COP,Ty Brasel,2010,pop,apres_midi,ensoleille,detente,romantique,couple,restaurant,136,0.605,0.867,0.626,0.654,0.106,0.085,0.066,7.0
